,id,item_name,supplier,quantity,cost_per_unit,total_cost,expiry_date,location,stock_status,order_date,delivery_date,delivery_status,days_to_expiry,expiry_status
179,179,Rather Sanitizers,Pharmaplus,269,128.02,34437.38,18/01/2025,Warehouse B,Low Stock,05/09/2023,10/03/2024,Delivered,-39,Expired
180,180,Administration Surgical Equipment,Carewell,194,339.64,65890.16,27/09/2027,Emergency Storage,Out Of Stock,15/06/2024,Not Delivered,Pending,943,Valid
181,181,Over Diagnostic Tools,Carewell,3,251.53,754.59,27/06/2025,Clinic Branch,Out Of Stock,15/10/2024,17/01/2025,Delivered,121,Valid
182,182,Factor Personal Protective Equipment,Healthfirst,83,182.97,15186.51,01/10/2024,Emergency Storage,Low Stock,16/02/2023,06/10/2024,Delivered,-148,Expired
183,183,Lose Sanitizers,Healthfirst,215,271.01,58267.15,14/08/2024,Warehouse A,Out Of Stock,27/06/2024,14/12/2024,Delivered,-196,Expired
184,184,Stock Personal Protective Equipment,Pharmaplus,132,398.26,52570.32,13/12/2025,Warehouse B,Available,21/01/2024,Not Delivered,Pending,290,Valid
185,185,Mrs Surgical Equipment,Healthfirst,39,437.12,17047.68,17/12/2024,Warehouse A,Out Of Stock,22/06/2024,05/07/2024,Delivered,-71,Expired
186,186,Compare Personal Protective Equipment,Pharmaplus,95,157.6,14972,17/06/2025,Main Hospital,Available,28/07/2023,20/05/2024,Delivered,111,Valid
187,187,Move Surgical Equipment,Medicorp,93,369.97,34407.21,26/08/2025,Main Hospital,Out Of Stock,19/05/2022,06/05/2024,Delivered,181,Valid
188,188,Economic Diagnostic Tools,Medsupplies,86,375.16,32263.76,20/10/2025,Main Hospital,Available,15/09/2024,02/11/2024,Delivered,236,Valid
189,189,Well Diagnostic Tools,Medicorp,57,247.92,14131.44,21/06/2025,Emergency Storage,Out Of Stock,26/03/2024,11/10/2024,Delivered,115,Valid
190,190,Teacher Sanitizers,Medsupplies,176,127.94,22517.44,17/06/2027,Emergency Storage,Available,23/05/2022,29/10/2023,Delivered,841,Valid
191,191,Under Diagnostic Tools,Medsupplies,31,107.88,3344.28,27/09/2025,Clinic Branch,Available,22/10/2023,28/02/2025,Delivered,213,Valid
192,192,Why Medicine,Pharmaplus,199,16.93,3369.07,05/09/2027,Emergency Storage,Available,22/11/2024,26/01/2025,Delivered,921,Valid
193,193,Language Sanitizers,Medsupplies,253,370.55,93749.15,30/06/2027,Warehouse A,Available,01/09/2023,20/12/2024,Delivered,854,Valid
194,194,Point Surgical Equipment,Pharmaplus,46,410.36,18876.56,19/11/2025,Clinic Branch,Low Stock,01/02/2025,05/02/2025,Delivered,266,Valid
195,195,True Medicine,Medsupplies,68,62.51,4250.68,22/11/2025,Main Hospital,Out Of Stock,14/11/2022,21/02/2025,Delivered,269,Valid
196,196,Number Diagnostic Tools,Medsupplies,43,391.71,16843.53,28/02/2025,Warehouse A,Available,29/10/2022,31/10/2024,Delivered,2,Valid
197,197,Watch Medicine,Healthfirst,98,153.46,15039.08,23/05/2026,Main Hospital,Out Of Stock,30/07/2023,08/08/2023,Delivered,451,Valid
198,198,Table Sanitizers,Carewell,3,245.16,735.48,04/11/2027,Emergency Storage,Out Of Stock,18/04/2024,29/09/2024,Delivered,981,Valid
199,199,Example Surgical Equipment,Carewell,240,80.55,19332,17/01/2025,Main Hospital,Low Stock,24/04/2022,05/11/2023,Delivered,-40,Expired
200,200,Recognize Medicine,Unknown,163,7.12,1160.56,30/10/2027,Main Hospital,Low Stock,05/12/2024,26/02/2025,Delivered,976,Valid
201,201,Response Medicine,Medicorp,161,109.58,17642.38,23/12/2024,Emergency Storage,Available,28/08/2024,11/03/2025,Delivered,-65,Expired
202,202,Kitchen Surgical Equipment,Pharmaplus,251,70.98,17815.98,04/01/2028,Emergency Storage,Out Of Stock,26/09/2022,24/01/2024,Delivered,1042,Valid
203,203,Happy Diagnostic Tools,Medicorp,117,42.48,4970.16,10/03/2027,Warehouse A,Low Stock,25/03/2023,02/06/2023,Delivered,742,Valid
204,204,List Diagnostic Tools,Carewell,230,375.63,86394.9,05/04/2027,Main Hospital,Available,15/08/2023,04/06/2024,Delivered,768,Valid
205,205,Political Diagnostic Tools,Carewell,105,166.23,17454.15,17/12/2027,Warehouse A,Available,15/08/2024,01/09/2024,Delivered,1024,Valid
206,206,Take Medicine,Pharmaplus,59,76.23,4497.57,19/02/2027,Emergency Storage,Available,15/03/2022,19/08/2024,Delivered,723,Valid
207,207,It Personal Protective Equipment,Pharmaplus,50,477.96,23898,19/02/2027,Warehouse A,Low Stock,07/09/2023,Not Delivered,Pending,723,Valid
208,208,International Sanitizers,Healthfirst,65,128.52,8353.8,05/06/2025,Warehouse A,Available,25/06/2024,02/02/2025,Delivered,99,Valid
209,209,Need Diagnostic Tools,Healthfirst,107,66.02,7064.14,14/05/2026,Warehouse B,Low Stock,19/04/2023,16/06/2023,Delivered,442,Valid
210,210,Deep Medicine,Medsupplies,164,463.41,75999.24,05/10/2025,Clinic Branch,Available,12/06/2023,04/11/2024,Delivered,221,Valid
211,211,Marriage Personal Protective Equipment,Healthfirst,164,315.1,51676.4,26/07/2024,Clinic Branch,Low Stock,18/08/2023,06/02/2024,Delivered,-215,Expired
212,212,Teacher Medicine,Healthfirst,59,151.16,8918.44,07/08/2026,Clinic Branch,Low Stock,31/08/2024,18/01/2025,Delivered,527,Valid
213,213,Hair Personal Protective Equipment,Medsupplies,278,69.42,19298.76,16/02/2027,Emergency Storage,Available,21/05/2024,01/08/2024,Delivered,720,Valid
214,214,Up Personal Protective Equipment,Healthfirst,183,398.25,72879.75,28/10/2026,Warehouse A,Out Of Stock,24/01/2025,20/03/2025,Delivered,609,Valid
215,215,Fill Diagnostic Tools,Carewell,193,496.66,95855.38,11/03/2027,Main Hospital,Low Stock,07/01/2025,02/02/2025,Delivered,743,Valid
216,216,Too Medicine,Carewell,43,86.14,3704.02,12/02/2027,Warehouse B,Low Stock,07/07/2024,22/11/2024,Delivered,716,Valid
217,217,Media Sanitizers,Healthfirst,42,426.42,17909.64,23/12/2027,Clinic Branch,Available,16/09/2022,04/07/2023,Delivered,1030,Valid
218,218,Down Personal Protective Equipment,Carewell,154,319.72,49236.88,03/01/2025,Main Hospital,Low Stock,14/02/2023,02/12/2024,Delivered,-54,Expired
219,219,Degree Sanitizers,Medsupplies,144,165.3,23803.2,26/04/2024,Warehouse B,Available,22/12/2022,26/09/2023,Delivered,-306,Expired
220,220,Crime Surgical Equipment,Unknown,258,119.56,30846.48,03/12/2025,Warehouse A,Available,17/10/2022,22/08/2023,Delivered,280,Valid
221,221,Wear Sanitizers,Healthfirst,148,356.1,52702.8,13/01/2025,Warehouse B,Low Stock,26/07/2023,25/01/2025,Delivered,-44,Expired
222,222,Increase Sanitizers,Healthfirst,177,277.76,49163.52,13/06/2025,Emergency Storage,Out Of Stock,03/05/2022,18/09/2024,Delivered,107,Valid
223,223,Story Medicine,Medicorp,242,449.63,108810.46,30/04/2025,Emergency Storage,Available,11/01/2024,22/10/2024,Delivered,63,Valid
224,224,City Sanitizers,Healthfirst,189,431.85,81619.65,19/12/2024,Clinic Branch,Available,09/08/2022,17/01/2024,Delivered,-69,Expired
225,225,Media Personal Protective Equipment,Medsupplies,268,238.6,63944.8,02/10/2026,Warehouse A,Available,13/04/2023,29/05/2024,Delivered,583,Valid
226,226,Stage Sanitizers,Medsupplies,191,200.28,38253.48,11/01/2027,Warehouse B,Available,23/01/2025,17/03/2025,Delivered,684,Valid
227,227,Own Medicine,Carewell,141,365.83,51582.03,26/12/2026,Emergency Storage,Out Of Stock,21/05/2022,01/06/2024,Delivered,668,Valid
228,228,Piece Personal Protective Equipment,Pharmaplus,250,433.63,108407.5,26/06/2026,Main Hospital,Low Stock,08/03/2024,05/10/2024,Delivered,485,Valid
229,229,Play Personal Protective Equipment,Carewell,177,300.21,53137.17,04/07/2027,Main Hospital,Low Stock,16/06/2022,25/11/2023,Delivered,858,Valid
230,230,Leave Diagnostic Tools,Pharmaplus,164,170.98,28040.72,21/04/2024,Warehouse A,Out Of Stock,02/05/2023,27/07/2024,Delivered,-311,Expired
231,231,Glass Surgical Equipment,Medicorp,280,272.9,76412,20/02/2027,Main Hospital,Out Of Stock,20/10/2024,25/12/2024,Delivered,724,Valid
232,232,Mother Medicine,Healthfirst,172,118.49,20380.28,27/06/2024,Warehouse B,Low Stock,04/09/2022,03/01/2023,Delivered,-244,Expired
233,233,Without Sanitizers,Carewell,112,372.61,41732.32,19/06/2025,Warehouse B,Available,15/05/2024,08/06/2024,Delivered,113,Valid
234,234,President Surgical Equipment,Healthfirst,207,356.02,73696.14,04/04/2026,Warehouse B,Low Stock,16/06/2023,Not Delivered,Pending,402,Valid
235,235,Hand Medicine,Pharmaplus,282,451.43,127303.26,14/11/2027,Emergency Storage,Low Stock,02/12/2023,23/12/2024,Delivered,991,Valid
236,236,Resource Surgical Equipment,Pharmaplus,287,18.07,5186.09,26/04/2027,Emergency Storage,Out Of Stock,26/03/2023,27/02/2024,Delivered,789,Valid
237,237,Best Personal Protective Equipment,Medsupplies,162,384.85,62345.7,18/03/2026,Main Hospital,Low Stock,27/09/2023,Not Delivered,Pending,385,Valid
238,238,Use Surgical Equipment,Medicorp,166,32.05,5320.3,21/03/2024,Warehouse B,Low Stock,02/06/2023,07/07/2024,Delivered,-342,Expired
239,239,Project Personal Protective Equipment,Healthfirst,95,470.11,44660.45,24/06/2026,Warehouse B,Low Stock,24/06/2023,27/03/2024,Delivered,483,Valid
240,240,Himself Medicine,Medicorp,46,147.4,6780.4,24/06/2026,Emergency Storage,Out Of Stock,26/06/2024,06/08/2024,Delivered,483,Valid
241,241,Will Sanitizers,Medicorp,152,216.49,32906.48,19/04/2027,Warehouse B,Out Of Stock,08/01/2025,Not Delivered,Pending,782,Valid
242,242,Return Diagnostic Tools,Pharmaplus,231,305.49,70568.19,03/03/2025,Warehouse B,Available,22/06/2022,14/05/2024,Delivered,5,Valid
243,243,Keep Surgical Equipment,Medicorp,155,7.29,1129.95,04/06/2025,Warehouse A,Low Stock,02/08/2022,14/10/2024,Delivered,98,Valid
244,244,Behind Surgical Equipment,Healthfirst,251,136.61,34289.11,02/09/2024,Main Hospital,Low Stock,21/06/2023,06/01/2025,Delivered,-177,Expired
245,245,Tax Diagnostic Tools,Pharmaplus,40,408.35,16334,06/08/2025,Main Hospital,Available,09/02/2025,22/03/2025,Delivered,161,Valid
246,246,Nearly Diagnostic Tools,Medsupplies,84,419.66,35251.44,30/04/2026,Emergency Storage,Low Stock,13/04/2022,20/12/2023,Delivered,428,Valid
247,247,Scientist Medicine,Medsupplies,250,80.86,20215,07/04/2026,Emergency Storage,Available,13/02/2023,Not Delivered,Pending,405,Valid
248,248,Visit Personal Protective Equipment,Medsupplies,244,447.5,109190,21/07/2025,Main Hospital,Low Stock,23/05/2024,28/10/2024,Delivered,145,Valid
249,249,Write Medicine,Healthfirst,101,430.75,43505.75,12/04/2025,Warehouse B,Available,06/07/2023,23/09/2024,Delivered,45,Valid
250,250,Respond Sanitizers,Pharmaplus,271,111.12,30113.52,04/08/2027,Main Hospital,Out Of Stock,18/08/2022,13/08/2023,Delivered,889,Valid
251,251,Southern Medicine,Medsupplies,216,244.19,52745.04,22/11/2027,Emergency Storage,Available,12/12/2023,07/11/2024,Delivered,999,Valid
252,252,Cut Surgical Equipment,Carewell,52,86.71,4508.92,07/07/2025,Main Hospital,Available,08/09/2023,19/02/2025,Delivered,131,Valid
253,253,Learn Medicine,Carewell,183,328.13,60047.79,13/03/2026,Warehouse A,Available,16/06/2024,24/08/2024,Delivered,380,Valid
254,254,Of Sanitizers,Pharmaplus,212,119.83,25403.96,14/01/2026,Main Hospital,Low Stock,24/10/2023,20/08/2024,Delivered,322,Valid
255,255,Three Medicine,Healthfirst,106,269.84,28603.04,09/08/2024,Warehouse B,Low Stock,17/01/2023,09/03/2025,Delivered,-201,Expired
256,256,Against Sanitizers,Pharmaplus,252,66.85,16846.2,23/01/2026,Main Hospital,Out Of Stock,13/08/2022,04/11/2023,Delivered,331,Valid
257,257,Might Medicine,Healthfirst,30,190.91,5727.3,31/07/2025,Warehouse A,Out Of Stock,21/12/2022,04/01/2023,Delivered,155,Valid
258,258,Discover Diagnostic Tools,Carewell,276,400.9,110648.4,15/01/2025,Main Hospital,Out Of Stock,21/03/2023,19/11/2023,Delivered,-42,Expired
259,259,Traditional Diagnostic Tools,Medsupplies,191,343.61,65629.51,30/05/2024,Main Hospital,Low Stock,03/05/2023,Not Delivered,Pending,-272,Expired
260,260,Everybody Diagnostic Tools,Pharmaplus,157,403.63,63369.91,30/11/2026,Main Hospital,Available,22/02/2024,Not Delivered,Pending,642,Valid
261,261,About Diagnostic Tools,Pharmaplus,264,223.56,59019.84,11/06/2024,Main Hospital,Out Of Stock,05/04/2024,14/08/2024,Delivered,-260,Expired
262,262,Clearly Diagnostic Tools,Pharmaplus,265,388.98,103079.7,21/11/2027,Emergency Storage,Out Of Stock,24/10/2023,15/09/2024,Delivered,998,Valid
263,263,Station Surgical Equipment,Medicorp,220,485.35,106777,17/12/2025,Warehouse B,Out Of Stock,06/04/2023,09/06/2024,Delivered,294,Valid
264,264,Game Personal Protective Equipment,Medicorp,226,40.89,9241.14,21/05/2027,Clinic Branch,Available,24/04/2023,08/08/2024,Delivered,814,Valid
265,265,Figure Medicine,Pharmaplus,200,416.89,83378,07/01/2025,Clinic Branch,Out Of Stock,22/02/2024,Not Delivered,Pending,-50,Expired
266,266,Past Sanitizers,Carewell,28,114.35,3201.8,08/08/2026,Warehouse A,Available,08/02/2023,16/09/2024,Delivered,528,Valid
267,267,Knowledge Medicine,Medicorp,222,374.06,83041.32,21/01/2026,Warehouse B,Low Stock,27/07/2022,03/03/2025,Delivered,329,Valid
268,268,Stage Medicine,Carewell,113,150.27,16980.51,17/01/2028,Warehouse B,Low Stock,12/08/2024,08/02/2025,Delivered,1055,Valid
269,269,Health Diagnostic Tools,Medsupplies,242,220.46,53351.32,15/07/2024,Warehouse A,Out Of Stock,18/09/2024,22/03/2025,Delivered,-226,Expired
270,270,Room Medicine,Pharmaplus,45,214.4,9648,31/12/2099,Warehouse B,Low Stock,25/11/2022,Not Delivered,Pending,27336,Valid
271,271,Accept Medicine,Carewell,65,306.09,19895.85,29/06/2024,Clinic Branch,Available,05/01/2023,20/02/2024,Delivered,-242,Expired
272,272,Job Sanitizers,Medsupplies,53,35.56,1884.68,24/06/2027,Clinic Branch,Low Stock,06/04/2023,13/04/2023,Delivered,848,Valid
273,273,Send Surgical Equipment,Carewell,137,62.66,8584.42,17/03/2024,Main Hospital,Low Stock,21/12/2024,31/01/2025,Delivered,-346,Expired
274,274,Thought Diagnostic Tools,Healthfirst,49,201.58,9877.42,24/03/2025,Emergency Storage,Out Of Stock,07/08/2023,20/01/2025,Delivered,26,Valid
275,275,Hold Surgical Equipment,Pharmaplus,0,462.94,0,23/05/2024,Warehouse B,Available,03/05/2022,Not Delivered,Pending,-279,Expired
276,276,Method Sanitizers,Unknown,79,442.65,34969.35,02/07/2027,Emergency Storage,Available,24/12/2023,24/03/2025,Delivered,856,Valid
277,277,That Surgical Equipment,Carewell,73,111.4,8132.2,13/12/2025,Warehouse B,Low Stock,22/09/2023,16/02/2025,Delivered,290,Valid
278,278,Response Personal Protective Equipment,Healthfirst,216,284.8,61516.8,16/07/2025,Warehouse B,Out Of Stock,11/09/2024,29/10/2024,Delivered,140,Valid
279,279,Government Sanitizers,Carewell,288,418.54,120539.52,12/03/2024,Emergency Storage,Out Of Stock,28/07/2022,25/12/2024,Delivered,-351,Expired
280,280,Figure Personal Protective Equipment,Carewell,225,393.27,88485.75,22/02/2028,Emergency Storage,Low Stock,06/05/2024,Not Delivered,Pending,1091,Valid
281,281,Price Sanitizers,Healthfirst,265,229.84,60907.6,24/03/2025,Emergency Storage,Available,08/04/2023,23/11/2024,Delivered,26,Valid
282,282,Religious Sanitizers,Pharmaplus,33,496.19,16374.27,26/06/2026,Clinic Branch,Out Of Stock,16/02/2024,23/05/2024,Delivered,485,Valid
283,283,Door Diagnostic Tools,Healthfirst,249,75.4,18774.6,31/12/2099,Main Hospital,Low Stock,19/06/2022,16/08/2023,Delivered,27336,Valid
284,284,Class Personal Protective Equipment,Medsupplies,177,29.42,5207.34,10/04/2025,Emergency Storage,Out Of Stock,22/03/2024,Not Delivered,Pending,43,Valid
285,285,Discussion Medicine,Healthfirst,188,243.08,45699.04,27/09/2025,Clinic Branch,Available,15/06/2023,01/01/2024,Delivered,213,Valid
286,286,Life Diagnostic Tools,Medsupplies,110,346.74,38141.4,15/05/2027,Emergency Storage,Available,15/07/2023,15/07/2024,Delivered,808,Valid
287,287,As Personal Protective Equipment,Pharmaplus,91,407.05,37041.55,26/11/2027,Clinic Branch,Out Of Stock,22/05/2022,21/07/2023,Delivered,1003,Valid
288,288,Create Medicine,Pharmaplus,279,205.55,57348.45,26/04/2024,Clinic Branch,Out Of Stock,05/07/2023,11/04/2024,Delivered,-306,Expired
289,289,Eat Surgical Equipment,Healthfirst,143,304.36,43523.48,07/05/2026,Emergency Storage,Available,27/01/2025,04/02/2025,Delivered,435,Valid
290,290,Between Diagnostic Tools,Healthfirst,245,442.96,108525.2,25/04/2025,Warehouse A,Available,29/03/2022,12/11/2023,Delivered,58,Valid
291,291,Huge Personal Protective Equipment,Carewell,34,133.88,4551.92,08/09/2025,Main Hospital,Available,01/03/2023,25/06/2023,Delivered,194,Valid
292,292,Speak Medicine,Medicorp,86,485.74,41773.64,02/11/2024,Emergency Storage,Available,10/03/2023,02/07/2024,Delivered,-116,Expired
293,293,Arrive Personal Protective Equipment,Medicorp,279,434.69,121278.51,17/04/2027,Emergency Storage,Out Of Stock,17/08/2024,25/02/2025,Delivered,780,Valid
294,294,Author Medicine,Healthfirst,18,40.25,724.5,06/12/2026,Emergency Storage,Out Of Stock,08/04/2024,13/06/2024,Delivered,648,Valid
295,295,Person Diagnostic Tools,Healthfirst,0,134.46,0,23/06/2026,Emergency Storage,Available,08/10/2022,22/11/2024,Delivered,482,Valid
296,296,Really Surgical Equipment,Unknown,127,494.15,62757.05,29/07/2027,Clinic Branch,Available,08/04/2022,08/02/2024,Delivered,883,Valid
297,297,Deal Diagnostic Tools,Medsupplies,0,205.08,0,18/03/2027,Main Hospital,Low Stock,30/08/2024,09/10/2024,Delivered,750,Valid
298,298,Pick Diagnostic Tools,Carewell,67,286.69,19208.23,25/04/2027,Main Hospital,Available,25/02/2022,23/04/2023,Delivered,788,Valid
299,299,Low Medicine,Pharmaplus,268,370.73,99355.64,04/03/2025,Warehouse B,Out Of Stock,31/03/2024,06/07/2024,Delivered,6,Valid
300,300,Indicate Sanitizers,Healthfirst,156,80.94,12626.64,15/08/2024,Clinic Branch,Available,13/02/2025,05/03/2025,Delivered,-195,Expired
301,301,Pay Surgical Equipment,Medsupplies,183,289.71,53016.93,31/01/2025,Main Hospital,Low Stock,24/05/2023,19/11/2023,Delivered,-26,Expired
302,302,Sign Medicine,Carewell,213,71.88,15310.44,07/10/2027,Warehouse A,Out Of Stock,22/06/2024,26/06/2024,Delivered,953,Valid
303,303,Chair Diagnostic Tools,Healthfirst,284,73.14,20771.76,21/07/2025,Warehouse B,Available,27/09/2024,29/01/2025,Delivered,145,Valid
304,304,Toward Sanitizers,Medicorp,226,41.44,9365.44,08/02/2026,Emergency Storage,Low Stock,27/10/2022,Not Delivered,Pending,347,Valid
305,305,Building Surgical Equipment,Medicorp,47,33.11,1556.17,21/06/2026,Emergency Storage,Low Stock,19/05/2023,13/11/2024,Delivered,480,Valid
306,306,Section Personal Protective Equipment,Healthfirst,38,54.04,2053.52,11/08/2026,Main Hospital,Available,06/05/2023,16/12/2024,Delivered,531,Valid
307,307,Put Diagnostic Tools,Medicorp,113,327.63,37022.19,27/05/2027,Main Hospital,Available,22/08/2022,30/09/2023,Delivered,820,Valid
308,308,Writer Surgical Equipment,Pharmaplus,80,171.12,13689.6,17/12/2027,Warehouse A,Out Of Stock,18/05/2023,19/01/2025,Delivered,1024,Valid
309,309,Art Personal Protective Equipment,Medicorp,269,150.73,40546.37,03/01/2025,Main Hospital,Out Of Stock,14/12/2022,13/12/2023,Delivered,-54,Expired
310,310,Level Diagnostic Tools,Pharmaplus,58,61.57,3571.06,18/03/2026,Warehouse A,Out Of Stock,24/09/2023,08/08/2024,Delivered,385,Valid
311,311,Boy Medicine,Healthfirst,28,378.71,10603.88,27/05/2027,Warehouse B,Low Stock,31/01/2023,08/04/2024,Delivered,820,Valid
312,312,Question Diagnostic Tools,Carewell,262,445.59,116744.58,28/07/2027,Emergency Storage,Low Stock,13/06/2024,04/07/2024,Delivered,882,Valid
313,313,Event Diagnostic Tools,Medicorp,98,83.38,8171.24,22/03/2024,Emergency Storage,Available,09/07/2022,30/05/2024,Delivered,-341,Expired
314,314,Pull Diagnostic Tools,Healthfirst,287,38.35,11006.45,04/04/2026,Warehouse B,Out Of Stock,10/08/2024,07/01/2025,Delivered,402,Valid
315,315,Maybe Medicine,Pharmaplus,296,231.79,68609.84,14/10/2027,Warehouse A,Available,11/01/2024,17/01/2024,Delivered,960,Valid
316,316,Shoulder Sanitizers,Medicorp,5,147.81,739.05,28/08/2025,Warehouse A,Low Stock,11/02/2023,Not Delivered,Pending,183,Valid
317,317,Which Personal Protective Equipment,Healthfirst,256,268.07,68625.92,29/06/2027,Clinic Branch,Out Of Stock,31/05/2023,03/03/2024,Delivered,853,Valid
318,318,Born Surgical Equipment,Carewell,126,137.73,17353.98,25/05/2024,Warehouse A,Available,03/12/2022,26/06/2023,Delivered,-277,Expired
319,319,Control Surgical Equipment,Healthfirst,264,28.43,7505.52,15/08/2027,Warehouse B,Out Of Stock,15/03/2022,24/04/2022,Delivered,900,Valid
320,320,Organization Surgical Equipment,Carewell,51,179.29,9143.79,25/02/2026,Warehouse B,Available,11/01/2024,27/07/2024,Delivered,364,Valid
321,321,Follow Surgical Equipment,Medicorp,131,264.04,34589.24,20/10/2025,Warehouse B,Low Stock,02/12/2024,20/01/2025,Delivered,236,Valid
322,322,New Surgical Equipment,Healthfirst,212,88.05,18666.6,24/09/2024,Warehouse B,Out Of Stock,02/04/2022,04/07/2023,Delivered,-155,Expired
