Item Name,Supplier,Quantity,Cost Per Unit,Total Cost,Expiry Date,Storage Location,Stock Status,Order Date,Delivery Date
Own Medicine,CareWell,141,365.83,51582.03,26/12/2026,Emergency Storage,Out of Stock,21/05/2022,01/06/2024
Piece Personal Protective Equipment,PharmaPlus,250,433.63,108407.5,26/06/2026,Main Hospital,Low Stock,08/03/2024,05/10/2024
Play Personal Protective Equipment,CareWell,177,300.21,53137.17,04/07/2027,Main Hospital,Low Stock,16/06/2022,25/11/2023
Leave Diagnostic Tools,PharmaPlus,164,170.98,28040.72,21/04/2024,Warehouse A,Out of Stock,02/05/2023,27/07/2024
Glass Surgical Equipment,MediCorp,280,272.9,76412,20/02/2027,Main Hospital,Out of Stock,20/10/2024,25/12/2024
Mother Medicine,HealthFirst,172,118.49,20380.28,27/06/2024,Warehouse B,Low Stock,04/09/2022,03/01/2023
Without Sanitizers,CareWell,112,372.61,41732.32,19/06/2025,Warehouse B,Available,15/05/2024,08/06/2024
President Surgical Equipment,HealthFirst,207,356.02,73696.14,04/04/2026,Warehouse B,Low Stock,16/06/2023,
Hand Medicine,PharmaPlus,282,451.43,127303.26,14/11/2027,Emergency Storage,Low Stock,02/12/2023,23/12/2024
Resource Surgical Equipment,PharmaPlus,287,18.07,5186.09,26/04/2027,Emergency Storage,Out of Stock,26/03/2023,27/02/2024
Best Personal Protective Equipment,MedSupplies,162,384.85,62345.7,18/03/2026,Main Hospital,Low Stock,27/09/2023,
Use Surgical Equipment,MediCorp,166,32.05,5320.3,21/03/2024,Warehouse B,Low Stock,02/06/2023,07/07/2024
Project Personal Protective Equipment,HealthFirst,95,470.11,44660.45,24/06/2026,Warehouse B,Low Stock,24/06/2023,27/03/2024
Himself Medicine,MediCorp,46,147.4,6780.4,24/06/2026,Emergency Storage,Out of Stock,26/06/2024,06/08/2024
Will Sanitizers,MediCorp,152,216.49,32906.48,19/04/2027,Warehouse B,Out of Stock,08/01/2025,
Return Diagnostic Tools,PharmaPlus,231,305.49,70568.19,03/03/2025,Warehouse B,Available,22/06/2022,14/05/2024
Keep Surgical Equipment,MediCorp,155,7.29,1129.95,04/06/2025,Warehouse A,Low Stock,02/08/2022,14/10/2024
Behind Surgical Equipment,HealthFirst,251,136.61,34289.11,02/09/2024,Main Hospital,Low Stock,21/06/2023,06/01/2025
Tax Diagnostic Tools,PharmaPlus,40,408.35,16334,06/08/2025,Main Hospital,Available,09/02/2025,22/03/2025
Nearly Diagnostic Tools,MedSupplies,84,419.66,35251.44,30/04/2026,Emergency Storage,Low Stock,13/04/2022,20/12/2023
Scientist Medicine,MedSupplies,250,80.86,20215,07/04/2026,Emergency Storage,Available,13/02/2023,
Visit Personal Protective Equipment,MedSupplies,244,447.5,109190,21/07/2025,Main Hospital,Low Stock,23/05/2024,28/10/2024
Write Medicine,HealthFirst,101,430.75,43505.75,12/04/2025,Warehouse B,Available,06/07/2023,23/09/2024
Respond Sanitizers,PharmaPlus,271,111.12,30113.52,04/08/2027,Main Hospital,Out of Stock,18/08/2022,13/08/2023
Southern Medicine,MedSupplies,216,244.19,52745.04,22/11/2027,Emergency Storage,Available,12/12/2023,07/11/2024
Cut Surgical Equipment,CareWell,52,86.71,4508.92,07/07/2025,Main Hospital,Available,08/09/2023,19/02/2025
Learn Medicine,CareWell,183,328.13,60047.79,13/03/2026,Warehouse A,Available,16/06/2024,24/08/2024
Of Sanitizers,PharmaPlus,212,119.83,25403.96,14/01/2026,Main Hospital,Low Stock,24/10/2023,20/08/2024
Three Medicine,HealthFirst,106,269.84,28603.04,09/08/2024,Warehouse B,Low Stock,17/01/2023,09/03/2025
Against Sanitizers,PharmaPlus,252,66.85,16846.2,23/01/2026,Main Hospital,Out of Stock,13/08/2022,04/11/2023
Might Medicine,HealthFirst,30,190.91,5727.3,31/07/2025,Warehouse A,Out of Stock,21/12/2022,04/01/2023
Discover Diagnostic Tools,CareWell,276,400.9,110648.4,15/01/2025,Main Hospital,Out of Stock,21/03/2023,19/11/2023
Traditional Diagnostic Tools,MedSupplies,191,343.61,65629.51,30/05/2024,Main Hospital,Low Stock,03/05/2023,
Everybody Diagnostic Tools,PharmaPlus,157,403.63,63369.91,30/11/2026,Main Hospital,Available,22/02/2024,
About Diagnostic Tools,PharmaPlus,264,223.56,59019.84,11/06/2024,Main Hospital,Out of Stock,05/04/2024,14/08/2024
Clearly Diagnostic Tools,PharmaPlus,265,388.98,103079.7,21/11/2027,Emergency Storage,Out of Stock,24/10/2023,15/09/2024
Station Surgical Equipment,MediCorp,220,485.35,106777,17/12/2025,Warehouse B,Out of Stock,06/04/2023,09/06/2024
Game Personal Protective Equipment,MediCorp,226,40.89,9241.14,21/05/2027,Clinic Branch,Available,24/04/2023,08/08/2024
Figure Medicine,PharmaPlus,200,416.89,83378,07/01/2025,Clinic Branch,Out of Stock,22/02/2024,
Past Sanitizers,CareWell,28,114.35,3201.8,08/08/2026,Warehouse A,Available,08/02/2023,16/09/2024
Knowledge Medicine,MediCorp,222,374.06,83041.32,21/01/2026,Warehouse B,Low Stock,27/07/2022,03/03/2025
Stage Medicine,CareWell,113,150.27,16980.51,17/01/2028,Warehouse B,Low Stock,12/08/2024,08/02/2025
Health Diagnostic Tools,MedSupplies,242,220.46,53351.32,15/07/2024,Warehouse A,Out of Stock,18/09/2024,22/03/2025
Room Medicine,PharmaPlus,45,214.4,9648,Invalid Date,Warehouse B,Low Stock,25/11/2022,
Accept Medicine,CareWell,65,306.09,19895.85,29/06/2024,Clinic Branch,Available,05/01/2023,20/02/2024
Job Sanitizers,MedSupplies,53,35.56,1884.68,24/06/2027,Clinic Branch,Low Stock,06/04/2023,13/04/2023
Send Surgical Equipment,CareWell,137,62.66,8584.42,17/03/2024,Main Hospital,Low Stock,21/12/2024,31/01/2025
Thought Diagnostic Tools,HealthFirst,49,201.58,9877.42,24/03/2025,Emergency Storage,Out of Stock,07/08/2023,20/01/2025
Hold Surgical Equipment,PharmaPlus,0,462.94,0,23/05/2024,Warehouse B,Available,03/05/2022,
Method Sanitizers,,79,442.65,34969.35,02/07/2027,Emergency Storage,Available,24/12/2023,24/03/2025
That Surgical Equipment,CareWell,73,111.4,8132.2,13/12/2025,Warehouse B,Low Stock,22/09/2023,16/02/2025
Response Personal Protective Equipment,HealthFirst,216,284.8,61516.8,16/07/2025,Warehouse B,Out of Stock,11/09/2024,29/10/2024
Government Sanitizers,CareWell,288,418.54,120539.52,12/03/2024,Emergency Storage,Out of Stock,28/07/2022,25/12/2024
Figure Personal Protective Equipment,CareWell,225,393.27,88485.75,22/02/2028,Emergency Storage,Low Stock,06/05/2024,
Price Sanitizers,HealthFirst,265,229.84,60907.6,24/03/2025,Emergency Storage,Available,08/04/2023,23/11/2024
Religious Sanitizers,PharmaPlus,33,496.19,16374.27,26/06/2026,Clinic Branch,Out of Stock,16/02/2024,23/05/2024
Door Diagnostic Tools,HealthFirst,249,75.4,18774.6,Invalid Date,Main Hospital,Low Stock,19/06/2022,16/08/2023
Class Personal Protective Equipment,MedSupplies,177,29.42,5207.34,10/04/2025,Emergency Storage,Out of Stock,22/03/2024,
Discussion Medicine,HealthFirst,188,243.08,45699.04,27/09/2025,Clinic Branch,Available,15/06/2023,01/01/2024
Life Diagnostic Tools,MedSupplies,110,346.74,38141.4,15/05/2027,Emergency Storage,Available,15/07/2023,15/07/2024
As Personal Protective Equipment,PharmaPlus,91,407.05,37041.55,26/11/2027,Clinic Branch,Out of Stock,22/05/2022,21/07/2023
Create Medicine,PharmaPlus,279,205.55,57348.45,26/04/2024,Clinic Branch,Out of Stock,05/07/2023,11/04/2024
Eat Surgical Equipment,HealthFirst,143,304.36,43523.48,07/05/2026,Emergency Storage,Available,27/01/2025,04/02/2025
Between Diagnostic Tools,HealthFirst,245,442.96,108525.2,25/04/2025,Warehouse A,Available,29/03/2022,12/11/2023
Huge Personal Protective Equipment,CareWell,34,133.88,4551.92,08/09/2025,Main Hospital,Available,01/03/2023,25/06/2023
Speak Medicine,MediCorp,86,485.74,41773.64,02/11/2024,Emergency Storage,Available,10/03/2023,02/07/2024
Arrive Personal Protective Equipment,MediCorp,279,434.69,121278.51,17/04/2027,Emergency Storage,Out of Stock,17/08/2024,25/02/2025
Author Medicine,HealthFirst,18,40.25,724.5,06/12/2026,Emergency Storage,Out of Stock,08/04/2024,13/06/2024
Person Diagnostic Tools,HealthFirst,0,134.46,0,23/06/2026,Emergency Storage,Available,08/10/2022,22/11/2024
Really Surgical Equipment,,127,494.15,62757.05,29/07/2027,Clinic Branch,Available,08/04/2022,08/02/2024
Deal Diagnostic Tools,MedSupplies,0,205.08,0,18/03/2027,Main Hospital,Low Stock,30/08/2024,09/10/2024
Pick Diagnostic Tools,CareWell,67,286.69,19208.23,25/04/2027,Main Hospital,Available,25/02/2022,23/04/2023
Low Medicine,PharmaPlus,268,370.73,99355.64,04/03/2025,Warehouse B,Out of Stock,31/03/2024,06/07/2024
Indicate Sanitizers,HealthFirst,156,80.94,12626.64,15/08/2024,Clinic Branch,Available,13/02/2025,05/03/2025
Pay Surgical Equipment,MedSupplies,183,289.71,53016.93,31/01/2025,Main Hospital,Low Stock,24/05/2023,19/11/2023
Sign Medicine,CareWell,213,71.88,15310.44,07/10/2027,Warehouse A,Out of Stock,22/06/2024,26/06/2024
Chair Diagnostic Tools,HealthFirst,284,73.14,20771.76,21/07/2025,Warehouse B,Available,27/09/2024,29/01/2025
Toward Sanitizers,MediCorp,226,41.44,9365.44,08/02/2026,Emergency Storage,Low Stock,27/10/2022,
Building Surgical Equipment,MediCorp,47,33.11,1556.17,21/06/2026,Emergency Storage,Low Stock,19/05/2023,13/11/2024
Section Personal Protective Equipment,HealthFirst,38,54.04,2053.52,11/08/2026,Main Hospital,Available,06/05/2023,16/12/2024
Put Diagnostic Tools,MediCorp,113,327.63,37022.19,27/05/2027,Main Hospital,Available,22/08/2022,30/09/2023
Writer Surgical Equipment,PharmaPlus,80,171.12,13689.6,17/12/2027,Warehouse A,Out of Stock,18/05/2023,19/01/2025
Art Personal Protective Equipment,MediCorp,269,150.73,40546.37,03/01/2025,Main Hospital,Out of Stock,14/12/2022,13/12/2023
Level Diagnostic Tools,PharmaPlus,58,61.57,3571.06,18/03/2026,Warehouse A,Out of Stock,24/09/2023,08/08/2024
Boy Medicine,HealthFirst,28,378.71,10603.88,27/05/2027,Warehouse B,Low Stock,31/01/2023,08/04/2024
Question Diagnostic Tools,CareWell,262,445.59,116744.58,28/07/2027,Emergency Storage,Low Stock,13/06/2024,04/07/2024
Event Diagnostic Tools,MediCorp,98,83.38,8171.24,22/03/2024,Emergency Storage,Available,09/07/2022,30/05/2024
Pull Diagnostic Tools,HealthFirst,287,38.35,11006.45,04/04/2026,Warehouse B,Out of Stock,10/08/2024,07/01/2025
Maybe Medicine,PharmaPlus,296,231.79,68609.84,14/10/2027,Warehouse A,Available,11/01/2024,17/01/2024
Shoulder Sanitizers,MediCorp,5,147.81,739.05,28/08/2025,Warehouse A,Low Stock,11/02/2023,
Which Personal Protective Equipment,HealthFirst,256,268.07,68625.92,29/06/2027,Clinic Branch,Out of Stock,31/05/2023,03/03/2024
Born Surgical Equipment,CareWell,126,137.73,17353.98,25/05/2024,Warehouse A,Available,03/12/2022,26/06/2023
Control Surgical Equipment,HealthFirst,264,28.43,7505.52,15/08/2027,Warehouse B,Out of Stock,15/03/2022,24/04/2022
Organization Surgical Equipment,CareWell,51,179.29,9143.79,25/02/2026,Warehouse B,Available,11/01/2024,27/07/2024
Follow Surgical Equipment,MediCorp,131,264.04,34589.24,20/10/2025,Warehouse B,Low Stock,02/12/2024,20/01/2025
New Surgical Equipment,HealthFirst,212,88.05,18666.6,24/09/2024,Warehouse B,Out of Stock,02/04/2022,04/07/2023
Official Diagnostic Tools,PharmaPlus,247,247.07,61026.29,12/07/2024,Clinic Branch,Low Stock,16/03/2024,10/06/2024
Car Surgical Equipment,HealthFirst,167,332.09,55459.03,13/04/2027,Emergency Storage,Available,19/04/2022,16/07/2024
House Medicine,MedSupplies,174,115.76,20142.24,15/11/2025,Emergency Storage,Out of Stock,30/03/2022,04/12/2023
West Sanitizers,MediCorp,58,235.44,13655.52,05/09/2026,Emergency Storage,Out of Stock,13/05/2024,04/07/2024
Support Surgical Equipment,MedSupplies,151,253.56,38287.56,28/12/2025,Warehouse A,Out of Stock,17/06/2023,22/04/2024
Situation Surgical Equipment,MedSupplies,107,384.03,41091.21,10/06/2027,Warehouse A,Low Stock,19/06/2024,07/09/2024
Everybody Sanitizers,MediCorp,243,245.73,59712.39,19/09/2025,Emergency Storage,Available,12/06/2023,
Figure Diagnostic Tools,MedSupplies,248,229.89,57012.72,10/07/2024,Main Hospital,Low Stock,22/06/2022,24/10/2024
This Sanitizers,PharmaPlus,206,438.99,90431.94,14/03/2026,Warehouse A,Low Stock,09/07/2023,09/12/2024
Look Surgical Equipment,,173,430.48,74473.04,30/04/2026,Clinic Branch,Available,16/07/2023,27/05/2024
Top Diagnostic Tools,MedSupplies,86,121.35,10436.1,13/01/2028,Warehouse A,Available,24/05/2024,
Move Surgical Equipment,HealthFirst,297,284.68,84549.96,19/07/2027,Clinic Branch,Available,15/10/2022,21/08/2024
Real Surgical Equipment,HealthFirst,101,352.08,35560.08,25/03/2024,Warehouse B,Low Stock,10/01/2023,06/02/2023
Become Sanitizers,HealthFirst,128,452.31,57895.68,11/12/2027,Warehouse A,Available,14/10/2024,22/03/2025
Out Surgical Equipment,PharmaPlus,85,88.31,7506.35,05/03/2024,Warehouse A,Low Stock,11/06/2022,15/05/2023
Say Medicine,CareWell,254,281.19,71422.26,17/04/2027,Clinic Branch,Available,14/04/2022,24/11/2023
Have Surgical Equipment,MediCorp,235,111.89,26294.15,01/03/2027,Warehouse B,Low Stock,21/03/2023,30/06/2023
True Sanitizers,MedSupplies,242,194.39,47042.38,10/06/2027,Warehouse B,Low Stock,02/10/2023,04/02/2025
Drop Diagnostic Tools,PharmaPlus,87,435.68,37904.16,25/05/2026,Main Hospital,Available,22/09/2023,09/01/2024
Your Personal Protective Equipment,MediCorp,87,371.79,32345.73,30/09/2024,Main Hospital,Out of Stock,06/06/2023,25/08/2023
Finish Sanitizers,CareWell,232,325.27,75462.64,28/02/2026,Warehouse B,Low Stock,13/11/2023,18/08/2024
Clear Surgical Equipment,PharmaPlus,191,299.96,57292.36,22/09/2026,Main Hospital,Available,15/01/2025,30/01/2025
Pull Diagnostic Tools,HealthFirst,179,399.05,71429.95,12/01/2027,Main Hospital,Low Stock,12/07/2023,27/04/2024
Food Personal Protective Equipment,PharmaPlus,278,32.01,8898.78,28/01/2026,Main Hospital,Available,20/10/2023,24/01/2024
Generation Personal Protective Equipment,HealthFirst,140,300.89,42124.6,12/03/2025,Warehouse A,Out of Stock,10/10/2023,02/01/2025
Six Sanitizers,CareWell,26,412.23,10717.98,31/03/2024,Warehouse B,Available,18/06/2022,16/11/2022
Seem Medicine,MedSupplies,80,20.28,1622.4,21/02/2026,Clinic Branch,Available,09/04/2023,18/11/2024
Option Sanitizers,PharmaPlus,292,67.65,19753.8,14/03/2024,Warehouse A,Low Stock,09/12/2024,21/12/2024
Boy Medicine,MedSupplies,5,105.34,526.7,Invalid Date,Main Hospital,Available,02/02/2025,19/03/2025
Guy Surgical Equipment,CareWell,160,270.01,43201.6,03/03/2027,Clinic Branch,Out of Stock,08/08/2022,11/03/2025
Source Diagnostic Tools,HealthFirst,82,440.97,36159.54,23/04/2026,Warehouse A,Available,07/03/2024,16/12/2024
Move Surgical Equipment,PharmaPlus,169,150.23,25388.87,04/04/2024,Clinic Branch,Low Stock,12/06/2022,20/09/2022
Teach Personal Protective Equipment,HealthFirst,74,343.61,25427.14,08/09/2025,Clinic Branch,Available,15/01/2024,
Rule Diagnostic Tools,CareWell,101,333.68,33701.68,03/11/2026,Warehouse A,Available,31/12/2022,22/02/2023
Worker Medicine,MedSupplies,244,310.76,75825.44,03/08/2025,Main Hospital,Low Stock,27/07/2022,30/03/2024
Example Surgical Equipment,PharmaPlus,127,190.39,24179.53,27/03/2026,Warehouse A,Out of Stock,26/08/2022,
Center Personal Protective Equipment,PharmaPlus,7,408.72,2861.04,01/01/2028,Warehouse A,Available,08/01/2025,20/03/2025
Very Diagnostic Tools,MediCorp,182,288.08,52430.56,09/11/2027,Clinic Branch,Available,27/05/2023,03/08/2024
Court Diagnostic Tools,HealthFirst,59,230.27,13585.93,10/02/2028,Warehouse B,Low Stock,27/01/2025,08/03/2025
Citizen Diagnostic Tools,HealthFirst,29,257.68,7472.72,07/06/2024,Warehouse B,Out of Stock,07/03/2022,08/03/2022
Thus Medicine,CareWell,138,209.28,28880.64,22/02/2025,Main Hospital,Available,02/10/2023,08/09/2024
Land Diagnostic Tools,MediCorp,191,45.2,8633.2,21/07/2024,Clinic Branch,Available,20/05/2022,
Board Personal Protective Equipment,MediCorp,57,130.79,7455.03,11/01/2028,Warehouse B,Low Stock,21/06/2024,
Save Sanitizers,HealthFirst,59,445.18,26265.62,06/07/2027,Clinic Branch,Out of Stock,20/06/2023,25/03/2025
Money Sanitizers,CareWell,0,310.92,0,06/06/2024,Warehouse A,Out of Stock,08/03/2023,27/09/2024
Fast Diagnostic Tools,MedSupplies,209,209.69,43825.21,17/07/2026,Warehouse B,Low Stock,18/01/2023,30/03/2024
Learn Surgical Equipment,MediCorp,18,280.15,5042.7,09/05/2025,Clinic Branch,Available,23/03/2023,10/11/2023
Yeah Surgical Equipment,MediCorp,155,453.04,70221.2,13/08/2026,Clinic Branch,Out of Stock,01/01/2023,24/06/2024
Believe Personal Protective Equipment,PharmaPlus,70,320.58,22440.6,Invalid Date,Main Hospital,Available,23/10/2024,02/02/2025
Threat Personal Protective Equipment,PharmaPlus,23,104.93,2413.39,07/08/2027,Warehouse B,Available,24/11/2023,08/06/2024
Reveal Personal Protective Equipment,HealthFirst,74,209.65,15514.1,26/02/2025,Warehouse A,Low Stock,27/05/2022,27/05/2024
Call Diagnostic Tools,CareWell,31,85.65,2655.15,13/06/2027,Warehouse A,Available,17/08/2022,01/03/2024
Instead Sanitizers,HealthFirst,104,198.21,20613.84,02/04/2024,Warehouse A,Available,02/12/2023,29/03/2024
First Medicine,CareWell,77,130.64,10059.28,04/05/2025,Clinic Branch,Available,08/10/2024,01/03/2025
Daughter Personal Protective Equipment,MediCorp,17,309.58,5262.86,22/11/2027,Clinic Branch,Out of Stock,25/10/2024,24/01/2025
Guess Sanitizers,MedSupplies,76,167.57,12735.32,15/07/2024,Main Hospital,Low Stock,20/01/2024,15/02/2024
Too Diagnostic Tools,MediCorp,58,357.93,20759.94,11/09/2024,Warehouse B,Low Stock,02/05/2022,03/03/2025
Involve Medicine,MediCorp,57,180.55,10291.35,15/07/2027,Clinic Branch,Out of Stock,06/04/2024,17/09/2024
Ball Personal Protective Equipment,MedSupplies,27,98.26,2653.02,06/06/2024,Clinic Branch,Available,21/10/2023,20/10/2024
Painting Surgical Equipment,MedSupplies,166,283.08,46991.28,07/04/2027,Clinic Branch,Out of Stock,25/10/2024,09/03/2025
By Sanitizers,PharmaPlus,239,245.99,58791.61,14/01/2028,Warehouse A,Low Stock,19/07/2023,17/03/2024
Listen Surgical Equipment,HealthFirst,192,349.35,67075.2,26/09/2025,Main Hospital,Out of Stock,02/08/2022,04/12/2024
Consider Diagnostic Tools,HealthFirst,110,159.48,17542.8,12/03/2027,Main Hospital,Out of Stock,03/12/2024,21/03/2025
Behavior Diagnostic Tools,MediCorp,97,464.57,45063.29,30/01/2026,Warehouse A,Low Stock,19/08/2024,20/08/2024
Expect Medicine,MedSupplies,214,263.72,56436.08,25/11/2026,Clinic Branch,Out of Stock,26/10/2024,02/02/2025
History Medicine,MediCorp,259,471.29,122064.11,23/09/2027,Main Hospital,Low Stock,02/06/2024,13/03/2025
Movie Personal Protective Equipment,HealthFirst,232,455.8,105745.6,06/06/2025,Main Hospital,Low Stock,24/11/2022,15/10/2023
Today Personal Protective Equipment,HealthFirst,263,343.91,90448.33,10/02/2028,Warehouse B,Low Stock,14/02/2023,06/02/2025
Dog Surgical Equipment,MediCorp,80,185.17,14813.6,30/07/2026,Clinic Branch,Available,01/02/2023,16/04/2024
Than Diagnostic Tools,CareWell,297,357.47,106168.59,16/11/2026,Clinic Branch,Low Stock,16/04/2022,18/05/2022
Certainly Medicine,HealthFirst,191,149.39,28533.49,07/04/2027,Main Hospital,Available,18/08/2023,20/05/2024
Chance Surgical Equipment,CareWell,274,406.3,111326.2,24/07/2024,Main Hospital,Low Stock,02/05/2023,17/06/2023
Popular Diagnostic Tools,MediCorp,201,349.06,70161.06,05/12/2025,Warehouse A,Out of Stock,22/01/2025,14/02/2025
Glass Diagnostic Tools,HealthFirst,189,375.57,70982.73,09/11/2024,Emergency Storage,Available,14/11/2024,
Article Surgical Equipment,HealthFirst,276,86.58,23896.08,16/12/2027,Clinic Branch,Out of Stock,31/08/2023,30/03/2024
Pattern Diagnostic Tools,HealthFirst,72,287.52,20701.44,08/10/2026,Warehouse B,Out of Stock,15/09/2024,
Write Diagnostic Tools,HealthFirst,247,181.88,44924.36,28/12/2024,Warehouse A,Available,04/08/2024,02/09/2024
Anything Personal Protective Equipment,MediCorp,110,117.95,12974.5,13/04/2027,Clinic Branch,Low Stock,18/12/2022,09/01/2024
Themselves Personal Protective Equipment,PharmaPlus,291,444.42,129326.22,21/07/2027,Clinic Branch,Out of Stock,02/09/2024,07/03/2025
Simple Personal Protective Equipment,CareWell,237,368.92,87434.04,09/07/2025,Emergency Storage,Low Stock,08/10/2024,19/01/2025
Fund Sanitizers,PharmaPlus,8,170.71,1365.68,17/11/2025,Main Hospital,Available,26/10/2022,26/09/2024
Successful Sanitizers,,180,317.53,57155.4,03/12/2027,Clinic Branch,Low Stock,22/05/2023,17/01/2024
Those Diagnostic Tools,HealthFirst,18,323.43,5821.74,20/08/2026,Main Hospital,Out of Stock,28/02/2022,01/09/2022
However Medicine,MedSupplies,78,96.89,7557.42,19/12/2025,Emergency Storage,Available,29/01/2024,14/12/2024
Her Medicine,HealthFirst,101,412.91,41703.91,21/05/2025,Emergency Storage,Available,07/05/2023,13/06/2024
